Health,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta,BETA,SEBeta
Air Pollutant:,AQHI,,CO,,O3,,PM2.5,
Age 0-10 All,-0.193469,0.03614646,-1.518985,0.2900285,0.014614295,0.00441402,-0.005388875,0.004309133
Age 0-10 Female,-0.1867662,0.04147092,-1.674763,0.3359826,0.007469211,0.004993644,-0.002321929,0.004895391
Age 0-10 Male,-0.1980701,0.03919757,-1.409062,0.312016,0.0201476,0.004836195,-0.007708441,0.004700436
Age 11-60 All,-0.03568832,0.02328456,-0.33273235,0.18291817,0.009330591,0.002748691,0.001480861,0.00275468
Age 11-60 Female,-0.0217202,0.02616967,-0.3089535,0.2036966,0.007225119,0.003097017,0.002125843,0.0030814
Age 11-60 Male,-0.05257367,0.02756213,-0.36252442,0.21893392,0.011785859,0.003250521,0.000676439,0.003279737
Age 60+All,-0.113010079,0.034055173,-1.001039073,0.271160757,0.01623273,0.003875128,-0.012689902,0.003920071
Age 60+ Female,-0.144658672,0.038505902,-1.1260388,0.315253041,0.01889962,0.004305847,-0.01530288,0.004463421
Age 60+ Male,-0.06873252,0.04118844,-0.854178795,0.315797005,0.012120817,0.004827008,-0.009283084,0.004698194
All: LAG 7,-0.082095683,0.022700584,-0.8242493,0.1818063,0.01205755,0.0027102,-0.001086794,0.002660737
Female,-0.06315726,0.02473265,-0.8185046,0.196432,0.01214182,0.002939946,0.000403515,0.002897558
Male,-0.1037938,0.02620932,-0.8325083,0.2118517,0.011958656,0.00315029,-0.002801851,0.003072253
Warm All,0.02881389,0.0210372,0.17876,0.246994,0.000858289,0.002396657,0.00583669,0.002991362
Warm Female,0.04817254,0.02641719,0.3356742,0.304976,-0.000531408,0.00300353,0.010080632,0.003790762
Warm Male,0.007335853,0.027104098,-0.0172847,0.3242958,0.002352816,0.00309417,0.001437972,0.003823378
Cold All,-0.1163345,0.02328433,-0.9711653,0.1730627,0.0170376,0.002819753,-0.002958924,0.002598875
Cold Female,-0.0959847,0.0243928,-0.9675357,0.180241,0.01723936,0.002934846,-0.001759592,0.002718613
Cold Male,-0.1405705,0.02608822,-0.9770677,0.195053,0.01678038,0.003189236,-0.004405831,0.00291418
Age 0-10 All,-0.2037603,0.03546343,-1.807561,0.290873,0.01729393,0.00442508,-0.005599586,0.004204457
Age 0-10 Female,-0.1715019,0.04001236,-1.819185,0.3223267,0.02203107,0.004980729,-0.003883852,0.004704568
Age 0-10 Male,-0.2289281,0.03896266,-1.796594,0.3244996,0.013497098,0.004873432,-0.00692948,0.00464306
Age 11-60 All,-0.04453312,0.02316302,-0.516863124,0.185368787,0.009931589,0.002763997,0.002420576,0.002717036
Age 11-60 Female,-0.02965688,0.02597468,-0.544333043,0.206364782,0.009791038,0.003097852,0.003842833,0.003056928
Age 11-60 Male,-0.06252059,0.02754769,-0.4846435,0.2223553,0.010093066,0.003294537,0.000719821,0.003219862
Age 60+All,-0.110641446,0.03413442,-1.04551,0.265935,0.01595968,0.00390292,-0.013668349,0.003882284
Age 60+ Female,-0.116833387,0.03835526,-1.075486938,0.3023965,0.013497929,0.004325586,-0.011681334,0.004349192
Age 60+ Male,-0.09761341,0.0418066,-0.975410302,0.319964582,0.02011675,0.004893766,-0.016451317,0.004785514
All: LAG 8,-0.03534988,0.02203747,-0.7229624,0.1768224,0.01159168,0.002675658,0.003710615,0.002593042
Female,-0.02723564,0.02419058,-0.8493442,0.1946187,0.012858995,0.002929203,0.004167413,0.002849208
Male,-0.04483276,0.02531314,-0.582518428,0.20271336,0.010167533,0.003089611,0.003159412,0.002978128
Warm All,0.08582735,0.02130151,0.2556677,0.2511356,0.008996792,0.002385584,0.009601782,0.003085525
Warm Female,0.092158506,0.026997806,-0.06494874,0.31981702,0.0123376,0.003001433,0.008170438,0.003984564
Warm Male,0.078993228,0.02725718,0.59865978,0.31977333,0.005291204,0.003072285,0.010989454,0.003869469
Cold All,-0.071737864,0.022402017,-0.8569337,0.1669296,0.01322432,0.002778727,0.001974134,0.002502905
Cold Female,-0.05962794,0.02366463,-0.9536212,0.1771692,0.01404705,0.002927502,0.002942144,0.002644823
Cold Male,-0.086785071,0.024953746,-0.749418,0.1851042,0.01223655,0.00311094,0.000760077,0.002789308
Age 0-10 All,-0.127643017,0.034062279,-1.768241,0.2824854,0.02316452,0.004308923,0.002480916,0.0040418
Age 0-10 Female,-0.145330254,0.038713063,-2.150233,0.3233104,0.03035435,0.004887271,-0.003623146,0.004651011
Age 0-10 Male,-0.113747131,0.037313092,-1.467876,0.3099895,0.017566641,0.004742981,0.007175225,0.004389603
Age 11-60 All,-0.003462631,0.022625833,-0.45790591,0.18127395,0.008451719,0.002747491,0.006130003,0.002671334
Age 11-60 Female,0.006456434,0.02558808,-0.575799344,0.205672927,0.010169787,0.003104301,0.008002096,0.00301747
Age 11-60 Male,-0.0152987,0.02673159,-0.3210648,0.2134773,0.00644099,0.003252597,0.003861785,0.003165423
Age 60+All,-0.07165381,0.03338276,-0.57521031,0.25838089,0.011713771,0.003900725,-0.007537559,0.003803879
Age 60+ Female,-0.06498835,0.03695409,-0.74118882,0.29185136,0.007763865,0.004330887,-0.00606981,0.004234375
Age 60+ Male,-0.08456186,0.04194699,-0.3302645,0.3148473,0.01801644,0.004878711,-0.009763246,0.004735668
All: LAG 9,0.02163933,0.02186825,-0.585552448,0.173111438,0.01160243,0.002594211,0.007850089,0.002566046
Female,0.01763673,0.02400693,-0.7655094,0.1901248,0.01316334,0.00283712,0.006253817,0.002821089
Male,0.02646479,0.02514225,-0.37944282,0.19865781,0.009808646,0.002998359,0.009691944,0.002950078
Warm All,0.083035191,0.021456847,0.727346821,0.252971551,0.008473351,0.002410444,0.01258682,0.003134392
Warm Female,0.100198761,0.027144308,0.404441,0.3259226,0.01701058,0.003010904,0.012038451,0.004005544
Warm Male,0.06511279,0.02754294,1.035766109,0.318209976,-0.000913551,0.003139887,0.013161529,0.003979022
Cold All,-0.000881482,0.02201744,-0.7489597,0.1616123,0.01282264,0.002637791,0.006159585,0.002450303
Cold Female,-0.009771745,0.023314285,-0.9084824,0.1712512,0.01263786,0.002790578,0.00446131,0.00259688
Cold Male,0.009457064,0.024521462,-0.563500051,0.179695701,0.01295867,0.002943304,0.008173367,0.002730586
Age 0-10 All,0.05449573,0.03349829,-1.061833,0.2649502,0.02132873,0.004002159,0.0167757,0.003940239
Age 0-10 Female,-0.01399091,0.03847544,-1.68489,0.3036751,0.02854603,0.004496032,0.005365423,0.004545343
Age 0-10 Male,0.106629651,0.036595014,-0.5672565,0.2910315,0.015528334,0.004448345,0.02556338,0.004302373
Age 11-60 All,0.0296283,0.02247941,-0.44736535,0.17841217,0.009495545,0.002673079,0.008117996,0.002650419
Age 11-60 Female,0.04328047,0.02541556,-0.52114973,0.20151319,0.01009118,0.003020322,0.009550244,0.002990232
Age 11-60 Male,0.01383621,0.02657271,-0.35718049,0.21075697,0.008785352,0.003162363,0.006424181,0.00314687
Age 60+All,-0.07841122,0.03345384,-0.49196765,0.25849147,0.005706995,0.003904371,-0.007330653,0.003843238
Age 60+ Female,-0.07974136,0.03697219,-0.82572752,0.293434528,0.008954535,0.004338536,-0.009409201,0.004296125
Age 60+ Male,-0.07507421,0.04206865,0.00772116,0.31184324,0.000593384,0.004862308,-0.004011736,0.004743679
All: LAG 10,0.02426925,0.02187146,-0.597011293,0.177203525,0.008538162,0.002644338,0.008775345,0.00256417
Female,0.0220238,0.02404824,-0.727236671,0.194482288,0.010043716,0.002885181,0.007767546,0.002821542
Male,0.02705241,0.02511976,-0.4501371,0.20350127,0.006875151,0.003062253,0.00991952,0.00294799
Warm All,0.079215017,0.021968811,1.183988,0.2534431,0.002171778,0.002416195,0.008183836,0.003183451
Warm Female,0.1416307,0.02771658,1.505657,0.3204699,0.0063427,0.003038691,0.014260801,0.003989585
Warm Male,0.0145284,0.02816567,0.856837294,0.323871589,-0.002089923,0.003100299,0.001775296,0.004105559
Cold All,0.002156102,0.021913787,-0.8230623,0.1662823,0.01079297,0.002704492,0.008011983,0.002442134
Cold Female,-0.01607333,0.02329836,-0.9947395,0.1765514,0.0115628,0.002841716,0.006072377,0.002598327
Cold Male,0.02312794,0.02429955,-0.627077314,0.184380561,0.009922796,0.003041125,0.010246628,0.002711738
Age 0-10 All,0.1416308,0.03302159,-0.56082605,0.26953063,0.01293858,0.004179828,0.03117299,0.003907804
Age 0-10 Female,0.09105373,0.03842221,-1.076458202,0.3099854,0.017352175,0.004751006,0.02103408,0.004536165
Age 0-10 Male,0.1796279,0.03578118,-0.1612505,0.2941873,0.009731322,0.004591248,0.03891367,0.004268776
Age 11-60 All,0.02054252,0.02246835,-0.54984392,0.182477964,0.008034492,0.002700485,0.007226385,0.002646679
Age 11-60 Female,0.03986103,0.02535385,-0.541343786,0.205428832,0.009891478,0.003040211,0.009420078,0.00298624
Age 11-60 Male,-0.002298581,0.026664531,-0.561557612,0.216665979,0.005883445,0.003211731,0.004601795,0.003147012
Age 60+All,-0.1556848,0.0341706,-0.838287655,0.26722219,0.001554299,0.004000971,-0.01677081,0.003923356
Age 60+ Female,-0.1505089,0.03783004,-1.195605,0.3037391,0.00119247,0.00444195,-0.014621675,0.004349161
Age 60+ Male,-0.164189998,0.042887834,-0.3056057,0.3226183,0.002198616,0.004979698,-0.02028493,0.004913552
All: LAG 11,0.01965607,0.02221982,-0.571831191,0.180586586,0.007639267,0.002639754,0.008095674,0.002590772
Female,0.003045791,0.024401827,-0.709671821,0.197647664,0.008576361,0.002887138,0.006087091,0.002845222
Male,0.03831432,0.02550115,-0.41435076,0.2077439,0.006556027,0.003042857,0.010387356,0.002979075
Warm All,0.04716286,0.02160694,1.142114,0.2632478,0.0016892,0.00231497,0.006330467,0.003208525
Warm Female,0.070678862,0.02730067,1.124180424,0.336700342,0.005924069,0.002924475,0.00816917,0.004061046
Warm Male,0.0230172,0.02767368,1.164760508,0.333302324,-0.00270037,0.002967512,0.004430272,0.004101166
Cold All,0.009249333,0.022377896,-0.7648063,0.1698179,0.01002862,0.002740667,0.008074785,0.002474229
Cold Female,-0.01854036,0.02373457,-0.9049097,0.1793672,0.009965396,0.002880203,0.005416335,0.002622886
Cold Male,0.04068047,0.02480831,-0.604423805,0.188900882,0.010062759,0.003070014,0.01114793,0.002749307
Age 0-10 All,0.121374028,0.033989756,-0.69300604,0.28223151,0.013554988,0.004155631,0.02843718,0.003963168
Age 0-10 Female,0.06213125,0.03905385,-1.101887107,0.319527702,0.012370562,0.004740657,0.01869936,0.004568854
Age 0-10 Male,0.167672373,0.037131186,-0.3636898,0.3112967,0.014515101,0.004541327,0.03611174,0.004349042
Age 11-60 All,0.0217941,0.02279454,-0.48925551,0.18500874,0.006182062,0.002698279,0.006986484,0.002684351
Age 11-60 Female,0.02714106,0.02567418,-0.47026651,0.20828655,0.006402322,0.003046786,0.008711326,0.003015834
Age 11-60 Male,0.01601579,0.0270533,-0.50990517,0.21947787,0.005836339,0.003192043,0.005028161,0.003201125
Age 60+All,-0.1621764,0.0339028,-0.76770219,0.266983186,0.004989655,0.003942134,-0.01573977,0.003809699
Age 60+ Female,-0.2016318,0.03822614,-1.456933,0.3061355,0.014022064,0.004370272,-0.02037401,0.00430474
Age 60+ Male,-0.10628024,0.0414217,0.2272658,0.3221785,-0.009363004,0.004914347,-0.009173612,0.00462953
All: LAG 12,0.02366808,0.02202353,-0.501478876,0.178778482,0.003359368,0.00260987,0.008161933,0.002579639
Female,0.01101676,0.0242952,-0.641203741,0.196037126,0.003836664,0.002871999,0.006867657,0.002846373
